start pipeline configuration
start mask
finished mask
         1911383 function calls (1882899 primitive calls) in 26.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   167/29    0.001    0.000    0.010    0.000 pyparsing.py:3356(parseImpl)
        1    0.000    0.000    0.010    0.010 interpolate.py:2(<module>)
        1    0.000    0.000    0.010    0.010 specifiers.py:4(<module>)
      901    0.002    0.000    0.009    0.000 copy.py:67(copy)
        1    0.000    0.000    0.009    0.009 _internal.py:6(<module>)
     1589    0.007    0.000    0.009    0.000 inspect.py:2665(__init__)
     1228    0.002    0.000    0.009    0.000 colors.py:128(to_rgba)
        1    0.000    0.000    0.009    0.009 matplotlib_plugin.py:1(<module>)
        1    0.000    0.000    0.009    0.009 tools.py:15(<module>)
      974    0.009    0.000    0.009    0.000 {built-in method io.open}
     6395    0.009    0.000    0.009    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.009    0.005 fftpack.py:195(ifft)
     2885    0.003    0.000    0.009    0.000 {built-in method builtins.any}
     1352    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1218(_get_spec)
       23    0.000    0.000    0.009    0.000 base.py:87(_bind_operator)
        1    0.000    0.000    0.009    0.009 cpuinfo.py:24(<module>)
        1    0.000    0.000    0.009    0.009 tools.py:389(pdf_getter)
        2    0.000    0.000    0.009    0.004 connection.py:1(<module>)
        8    0.000    0.000    0.009    0.001 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.009    0.009 _pslinux.py:5(<module>)
     4324    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1072(_path_importer_cache)
       36    0.000    0.000    0.009    0.000 functoolz.py:281(__call__)
       35    0.000    0.000    0.009    0.000 delayed.py:383(_get_binary_operator)
        1    0.000    0.000    0.009    0.009 tempfile.py:24(<module>)
     3699    0.009    0.000    0.009    0.000 {built-in method __new__ of type object at 0x7fb88dc39d20}
        2    0.000    0.000    0.009    0.004 __init__.py:88(<module>)
       35    0.000    0.000    0.009    0.000 delayed.py:109(delayed)
        1    0.000    0.000    0.009    0.009 io.py:39(<module>)
        1    0.000    0.000    0.008    0.008 typing.py:1(<module>)
        2    0.000    0.000    0.008    0.004 fftpack.py:46(_raw_fft)
      306    0.000    0.000    0.008    0.000 _signatures.py:640(signature_or_spec)
        1    0.000    0.000    0.008    0.008 cm.py:6(<module>)
  252/124    0.000    0.000    0.008    0.000 pyparsing.py:3322(copy)
   119/21    0.000    0.000    0.008    0.000 pyparsing.py:3247(leaveWhitespace)
        1    0.000    0.000    0.008    0.008 textpath.py:3(<module>)
        4    0.000    0.000    0.008    0.002 tifffile.py:3457(read_array)
        4    0.008    0.002    0.008    0.002 {built-in method numpy.core.multiarray.fromfile}
        2    0.000    0.000    0.008    0.004 transformxrayasfnorm.py:58(checkConfig)
        2    0.000    0.000    0.008    0.004 transformxrayasfnorm.py:70(_updateXrayASF)
        1    0.000    0.000    0.008    0.008 collection.py:1(<module>)
    50966    0.008    0.000    0.008    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.008    0.008 utils.py:5(<module>)
        1    0.000    0.000    0.008    0.008 files.py:12(<module>)
        1    0.000    0.000    0.008    0.008 case.py:1(<module>)
        1    0.000    0.000    0.008    0.008 tcpserver.py:17(<module>)
        1    0.000    0.000    0.008    0.008 specifiers.py:275(Specifier)
       35    0.000    0.000    0.008    0.000 delayed.py:91(tokenize)
     1264    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
       35    0.000    0.000    0.008    0.000 base.py:357(tokenize)
        1    0.000    0.000    0.008    0.008 compiler.py:41(<module>)
        1    0.000    0.000    0.008    0.008 __init__.py:34(<module>)
        1    0.008    0.008    0.008    0.008 {built-in method _operator.sub}
     3313    0.007    0.000    0.008    0.000 <frozen importlib._bootstrap>:94(acquire)
        6    0.000    0.000    0.008    0.001 transformxrayasfnorm.py:84(eck_asfatq)
        2    0.000    0.000    0.008    0.004 base.py:3(<module>)
        6    0.000    0.000    0.008    0.001 transformxrayasfnorm.py:103(_getasfatq)
        5    0.000    0.000    0.008    0.002 numeric.py:148(ones)
       16    0.007    0.000    0.007    0.000 {built-in method numpy.core.multiarray.copyto}
        2    0.007    0.004    0.007    0.004 __init__.py:138(expand2d)
     1354    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:521(spec_from_file_location)
       24    0.000    0.000    0.007    0.000 rcsetup.py:455(validate_font_properties)
    50544    0.007    0.000    0.007    0.000 {method 'rstrip' of 'str' objects}
       24    0.000    0.000    0.007    0.000 fontconfig_pattern.py:119(parse)
      107    0.000    0.000    0.007    0.000 _distn_infrastructure.py:587(__init__)
      828    0.000    0.000    0.007    0.000 colors.py:313(to_rgba)
       70    0.000    0.000    0.007    0.000 utils.py:540(__call__)
        2    0.000    0.000    0.007    0.004 binned_statistic.py:214(flatcount)
        6    0.000    0.000    0.007    0.001 cromermann.py:35(fxrayatq)
       35    0.000    0.000    0.007    0.000 base.py:285(normalize_object)
       35    0.000    0.000    0.007    0.000 base.py:240(normalize_function)
        6    0.000    0.000    0.007    0.001 cromermann.py:50(fxrayatstol)
      255    0.000    0.000    0.007    0.000 __init__.py:1466(get_metadata_lines)
     3313    0.007    0.000    0.007    0.000 <frozen importlib._bootstrap>:119(release)
        1    0.000    0.000    0.007    0.007 patches.py:3(<module>)
        4    0.000    0.000    0.007    0.002 __init__.py:15(<module>)
     2049    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:170(__exit__)
     1356    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:321(__exit__)
      255    0.001    0.000    0.007    0.000 __init__.py:1460(get_metadata)
        4    0.000    0.000    0.007    0.002 __init__.py:11(<module>)
        1    0.000    0.000    0.007    0.007 iostream.py:25(<module>)
        1    0.000    0.000    0.007    0.007 _root.py:7(<module>)
     2460    0.002    0.000    0.007    0.000 posixpath.py:115(splitext)
        1    0.000    0.000    0.007    0.007 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.007    0.007 generic.py:2(<module>)
        4    0.000    0.000    0.007    0.002 __init__.py:4(<module>)
        2    0.000    0.000    0.007    0.003 numeric.py:1(<module>)
      566    0.007    0.000    0.007    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
     3780    0.001    0.000    0.007    0.000 {method 'any' of 'numpy.ndarray' objects}
      607    0.004    0.000    0.007    0.000 colors.py:151(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.007    0.007 scheduler.py:1(<module>)
        1    0.000    0.000    0.007    0.007 reader.py:18(<module>)
      160    0.000    0.000    0.007    0.000 cm.py:67(_generate_cmap)
        1    0.000    0.000    0.007    0.007 reader.py:45(Reader)
       71    0.001    0.000    0.007    0.000 typing.py:887(__new__)
  252/124    0.000    0.000    0.006    0.000 pyparsing.py:3324(<listcomp>)
        1    0.000    0.000    0.006    0.006 netutil.py:17(<module>)
        1    0.000    0.000    0.006    0.006 group.py:12(<module>)
        1    0.000    0.000    0.006    0.006 base_frames.py:1(<module>)
        1    0.000    0.000    0.006    0.006 mathtext.py:16(<module>)
    22071    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:374(_verbose_message)
   101593    0.006    0.000    0.006    0.000 {built-in method builtins.ord}
       24    0.006    0.000    0.006    0.000 {built-in method builtins.compile}
      107    0.006    0.000    0.006    0.000 {built-in method numpy.core.multiarray.arange}
        2    0.000    0.000    0.006    0.003 ssl.py:438(create_default_context)
       13    0.000    0.000    0.006    0.000 _distn_infrastructure.py:2698(_construct_docstrings)
        1    0.000    0.000    0.006    0.006 tifffile.py:130(<module>)
      904    0.003    0.000    0.006    0.000 copy.py:269(_reconstruct)
       46    0.000    0.000    0.006    0.000 pyparsing.py:1227(setParseAction)
2979/1323    0.005    0.000    0.006    0.000 sre_parse.py:167(getwidth)
        1    0.000    0.000    0.006    0.006 morestats.py:5(<module>)
      119    0.000    0.000    0.006    0.000 pyparsing.py:3251(<listcomp>)
       12    0.000    0.000    0.006    0.000 cloudpickle.py:702(dumps)
        1    0.000    0.000    0.006    0.006 iterative.py:1(<module>)
    43852    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.006    0.006 cookiejar.py:26(<module>)
      173    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1268(_fill_cache)
       12    0.000    0.000    0.006    0.000 cloudpickle.py:143(dump)
     2148    0.003    0.000    0.006    0.000 posixpath.py:71(join)
       12    0.000    0.000    0.006    0.000 pickle.py:397(dump)
     7713    0.004    0.000    0.006    0.000 sre_parse.py:157(__getitem__)
       26    0.000    0.000    0.006    0.000 __init__.py:905(__init__)
   516/12    0.001    0.000    0.006    0.000 pickle.py:456(save)
        1    0.000    0.000    0.006    0.006 frame.py:1(<module>)
     1177    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:834(path_stats)
    72/12    0.000    0.000    0.006    0.000 cloudpickle.py:212(save_function)
     5091    0.006    0.000    0.006    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       50    0.000    0.000    0.006    0.000 pyparsing.py:1016(_trim_arity)
        1    0.000    0.000    0.005    0.005 ssl.py:429(load_default_certs)
       12    0.000    0.000    0.005    0.000 cloudpickle.py:285(save_function_tuple)
        1    0.005    0.005    0.005    0.005 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        2    0.005    0.003    0.005    0.003 {built-in method numpy.fft.fftpack_lite.cfftb}
59268/58266    0.005    0.000    0.005    0.000 {built-in method builtins.len}
     3780    0.001    0.000    0.005    0.000 _methods.py:37(_any)
        1    0.000    0.000    0.005    0.005 display.py:1(<module>)
       48    0.000    0.000    0.005    0.000 pyparsing.py:1024(extract_stack)
        1    0.000    0.000    0.005    0.005 main.py:31(conf_main_pipeline)
      824    0.001    0.000    0.005    0.000 re.py:175(sub)
        3    0.000    0.000    0.005    0.002 __init__.py:115(Pool)
        1    0.000    0.000    0.005    0.005 ssl.py:89(<module>)
        6    0.000    0.000    0.005    0.001 cromermann.py:24(getCMformula)
        1    0.001    0.001    0.005    0.005 cromermann.py:151(_update_cmformulas)
       48    0.000    0.000    0.005    0.000 traceback.py:196(extract_stack)
        3    0.000    0.000    0.005    0.002 pool.py:748(__init__)
        3    0.000    0.000    0.005    0.002 pool.py:147(__init__)
        3    0.000    0.000    0.005    0.002 _core.py:1178(__getitem__)
      172    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1055(_path_hooks)
        1    0.000    0.000    0.005    0.005 __init__.py:57(<module>)
        1    0.000    0.000    0.005    0.005 nodes.py:14(<module>)
   200/12    0.001    0.000    0.005    0.000 pyparsing.py:1505(_parseCache)
    55/53    0.000    0.000    0.005    0.000 pyparsing.py:3818(parseImpl)
       16    0.000    0.000    0.005    0.000 rcsetup.py:805(validate_cycler)
      409    0.000    0.000    0.005    0.000 __init__.py:1457(has_metadata)
       48    0.001    0.000    0.005    0.000 traceback.py:313(extract)
        2    0.000    0.000    0.005    0.002 fromnumeric.py:2300(amin)
      255    0.002    0.000    0.005    0.000 __init__.py:1571(_get)
       60    0.000    0.000    0.005    0.000 {h5py._objects.with_phil}
     1167    0.001    0.000    0.005    0.000 __init__.py:2226(yield_lines)
        1    0.000    0.000    0.005    0.005 shutil.py:5(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:1011(rc_params)
        1    0.000    0.000    0.005    0.005 manage_plugins.py:109(_scan_plugins)
        1    0.000    0.000    0.005    0.005 uuid.py:45(<module>)
        1    0.000    0.000    0.005    0.005 test_numexpr.py:12(<module>)
        2    0.000    0.000    0.005    0.002 <frozen importlib._bootstrap_external>:729(source_to_code)
        1    0.005    0.005    0.005    0.005 {pyFAI.ext.fastcrc.crc32}
        1    0.000    0.000    0.005    0.005 mathtext.py:2222(Parser)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
     7354    0.005    0.000    0.005    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.005    0.005 mathtext.py:2764(<lambda>)
        1    0.000    0.000    0.005    0.005 dates.py:110(<module>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2764(<listcomp>)
       80    0.000    0.000    0.004    0.000 typing.py:117(__new__)
        6    0.000    0.000    0.004    0.001 ops.py:235(add_flex_arithmetic_methods)
        2    0.000    0.000    0.004    0.002 generic.py:5489(_add_series_or_dataframe_operations)
     2460    0.003    0.000    0.004    0.000 genericpath.py:111(_splitext)
      924    0.004    0.000    0.004    0.000 version.py:343(_cmpkey)
        1    0.000    0.000    0.004    0.004 version.py:4(<module>)
     3294    0.004    0.000    0.004    0.000 inspect.py:2400(__init__)
        4    0.000    0.000    0.004    0.001 fromnumeric.py:2200(amax)
3456/3013    0.001    0.000    0.004    0.000 {built-in method builtins.issubclass}
        6    0.002    0.000    0.004    0.001 six.py:1(<module>)
   393/36    0.002    0.000    0.004    0.000 abc.py:194(__subclasscheck__)
        1    0.000    0.000    0.004    0.004 colormap.py:1(<module>)
      138    0.000    0.000    0.004    0.000 rcsetup.py:77(f)
      412    0.001    0.000    0.004    0.000 rcsetup.py:375(validate_color)
     1025    0.001    0.000    0.004    0.000 genericpath.py:16(exists)
   120/12    0.000    0.000    0.004    0.000 pickle.py:716(save_tuple)
       12    0.000    0.000    0.004    0.000 manage_plugins.py:96(_parse_config_file)
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:127(<module>)
        5    0.000    0.000    0.004    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.004    0.004 util.py:288(find_library)
        1    0.000    0.000    0.004    0.004 font_manager.py:21(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:14(<module>)
        1    0.000    0.000    0.004    0.004 util.py:258(_findSoname_ldconfig)
       24    0.000    0.000    0.004    0.000 pyparsing.py:2612(__init__)
        1    0.000    0.000    0.004    0.004 speimage.py:34(<module>)
        3    0.000    0.000    0.004    0.001 functools.py:744(wrapper)
        1    0.000    0.000    0.004    0.004 lines.py:4(<module>)
       18    0.002    0.000    0.004    0.000 enum.py:88(__new__)
